;id;loan_amnt;int_rate;grade;emp_title;emp_length;home_ownership;annual_inc;loan_status
164;68341730;23000;9.8;B;Feeder Driver;9;MORTGAGE;90247;Fully Paid
165;66405419;12600;14.85;C;VP of Operations;1;MORTGAGE;175000;Fully Paid
166;68407153;11000;16.59;D;Teacher;8;MORTGAGE;55000;Fully Paid
167;67889874;4000;11.99;C;Secreatary 1;3;RENT;41501;Fully Paid
168;68341663;20000;13.44;C;Administrative Manager ;9;MORTGAGE;75000;Current
169;68547380;20000;11.48;B;General Manager;5;RENT;60000;Fully Paid
170;68516174;10000;9.17;B;analyst;10;MORTGAGE;59307;Fully Paid
171;68436774;18850;21.48;E;Social Worker;0;MORTGAGE;55000;Charged Off
172;67327688;21000;11.99;C;research scientist;10;MORTGAGE;82000;Fully Paid
173;68547369;10500;8.49;B;Strategic Account Manager;4;MORTGAGE;60000;Fully Paid
174;68466869;4575;17.27;D;2nd pressman;5;RENT;56000;Charged Off
175;68496812;5000;11.48;B;Direct Support Professional;1;RENT;17000;Fully Paid
176;68436907;8000;6.99;A;;;MORTGAGE;45000;Fully Paid
177;68496925;5000;11.99;C;Dental Assistant;1;RENT;30000;Charged Off
178;68476567;9075;5.32;A;Advanced Analyst;10;MORTGAGE;40000;Fully Paid
179;68547291;24000;12.88;C;Speech Language Pathologist;2;MORTGAGE;75181.21;Current
180;68616851;12500;7.49;A;manager;10;RENT;52000;Fully Paid
181;68375498;19600;15.77;D;Sales representative;8;MORTGAGE;80000;Charged Off
182;68466830;35000;13.99;C;Truck driver ;2;MORTGAGE;90000;Fully Paid
183;68593616;28000;8.49;B;Client Service Manager;1;MORTGAGE;75000;Fully Paid
184;68547492;14000;15.77;D;Business Systems Analyst;1;RENT;45500;Charged Off
185;68547446;16000;9.8;B;;;MORTGAGE;99906;Fully Paid
186;68537494;14000;5.32;A;Senior Brand Manager;4;RENT;120000;Fully Paid
187;68366933;24000;8.49;B;nutritionist;8;MORTGAGE;72000;Fully Paid
188;66574010;35000;13.99;C;RRT;6;OWN;75000;Fully Paid
189;68565380;14550;15.77;D;Administrative Assistant;10;MORTGAGE;70000;Current
190;68446530;8000;11.48;B;Valued Associate;0;RENT;21610;Fully Paid
191;68375365;32400;9.8;B;Project Manager;10;MORTGAGE;106284;Current
192;68366859;3600;13.44;C;Graduate Student ;1;RENT;25000;Fully Paid
193;68563427;10500;13.99;C;SW;10;MORTGAGE;110000;Fully Paid
194;68607018;3000;11.48;B;technician;10;MORTGAGE;105000;Fully Paid
195;68485643;16000;14.85;C;Nurse;2;RENT;43000;Fully Paid
196;68526838;8000;7.49;A;Teacher;10;MORTGAGE;57000;Fully Paid
197;68577637;19500;7.49;A;Producer;0;RENT;85000;Fully Paid
198;68537513;2000;8.49;B;Dean;8;MORTGAGE;140000;Fully Paid
199;68366850;16000;5.32;A;Marketing manager;8;MORTGAGE;96000;Fully Paid
200;68396912;3500;10.78;B;Account Manager;8;MORTGAGE;122400;Fully Paid
201;68396542;14000;9.17;B;Tax Accountant;4;RENT;94000;Current
202;68487142;24000;11.48;B;Senior Business Analyst;3;OWN;95000;Fully Paid
203;68566731;6000;5.32;A;Director of Risk Management ;2;OWN;120000;Fully Paid
204;68496845;24000;7.91;A;Registered Nurse;9;MORTGAGE;100000;Fully Paid
205;68614704;14875;18.49;D;Case Manager;3;RENT;37231;Charged Off
206;68340647;10000;11.99;C;owner;7;RENT;45000;Fully Paid
207;68587491;15000;6.99;A;Purchasing Manager;2;MORTGAGE;93000;Fully Paid
208;68526879;10000;5.32;A;Science teacher;10;RENT;68000;Fully Paid
209;68407273;18000;9.17;B;Teacher;10;OWN;97000;Current
210;67415657;24000;19.48;E;fsm;10;RENT;97000;Fully Paid
211;68535544;23525;17.97;D;Executive Assistant;5;MORTGAGE;70000;Fully Paid
212;68416810;12000;9.17;B;Financial Planner;10;OWN;68000;Current
213;68394924;11000;10.78;B;Physician;10;RENT;297000;Fully Paid
214;68547122;24000;9.17;B;Nurse Anestheti;2;MORTGAGE;210000;Fully Paid
215;68386904;15000;16.59;D;Revenue Control Specialist;8;RENT;42900;Current
216;68526818;16000;8.49;B;Engineer ;10;MORTGAGE;140000;Fully Paid
217;68446558;15000;7.91;A;Human Resources;5;RENT;90000;Charged Off
218;68506619;5000;11.99;C;RN;8;MORTGAGE;60000;Charged Off
219;68496948;19100;10.78;B;Administrator;10;MORTGAGE;115000;Current
220;68396786;15000;10.78;B;Sales Manager;3;OWN;85000;Fully Paid
221;68606972;30000;18.49;D;Sales;2;MORTGAGE;85000;Current
222;68596708;15000;9.8;B;maintenance;10;RENT;60000;Fully Paid
223;68476642;3500;13.99;C;electrical construction apprentice;10;RENT;105000;Fully Paid
224;68616825;20000;9.17;B;;2;RENT;130000;Fully Paid
225;68526740;10000;13.44;C;Mechanic;7;RENT;30160;Current
226;68426716;35000;18.49;D;IT Supervisor;9;MORTGAGE;132500;Fully Paid
227;68376710;16000;14.85;C;District Sales Leader;10;RENT;90000;Late (31-120 days)
228;68587530;2000;11.99;C;Financial Manager;10;MORTGAGE;180000;Fully Paid
229;68476592;12000;9.8;B;Certified Lead Samsung Experience Consul;2;RENT;39500;Fully Paid
230;68476512;8000;6.99;A;Registered Nurse ;1;MORTGAGE;80000;Fully Paid
231;68537368;10000;9.8;B;Quality Assurance Wings;10;MORTGAGE;92000;Charged Off
232;68376880;25000;7.91;A;Executive Admin;10;RENT;76500;Current
233;68366911;35000;13.99;C;Executive Director ;10;RENT;100000;Fully Paid
234;68547485;25600;7.91;A;Lawyer;3;OWN;150000;Fully Paid
235;68606926;4325;11.99;C;Account manager;10;OWN;90000;Fully Paid
236;68339758;6000;6.99;A;Teacher;10;OWN;48000;Fully Paid
237;68366819;18200;15.77;D;Accounting Supervisor;8;RENT;65000;Charged Off
238;68386935;10000;6.99;A;Master Carpenter;3;RENT;54000;Fully Paid
239;67839460;30000;13.44;C;legal secretary;5;MORTGAGE;81000;Fully Paid
240;68496969;13200;5.32;A;Director, Accounting & Finance;2;MORTGAGE;150000;Fully Paid
241;68366976;10000;6.99;A;SALES;5;RENT;220000;Fully Paid
242;68547425;3000;11.48;B;O&M Specialist III;5;MORTGAGE;75000;Fully Paid
243;68537517;20000;9.8;B;Director;10;OWN;96000;Fully Paid
244;68596759;13875;11.99;C;Purchasing Agent;10;MORTGAGE;32500;Fully Paid
245;68396899;18000;6.49;A;Dispatcher;10;MORTGAGE;76000;Fully Paid
246;68445368;15225;8.49;B;Teacher;3;OWN;40000;Charged Off
247;68537434;16000;11.48;B;Sr Sales Executive;6;RENT;65000;Charged Off
248;68426691;21000;9.8;B;manager;7;RENT;125000;Charged Off
249;67195202;13000;16.59;D;Sr. Business Specialist;0;RENT;40000;Charged Off
250;68396815;20000;7.91;A;Community Manager;5;OWN;120000;Fully Paid
251;68426793;31075;7.49;A;Lieutenant;10;RENT;70000;Fully Paid
252;68486834;18000;6.99;A;Owner;10;OWN;120000;Fully Paid
253;68566787;5000;9.17;B;;;MORTGAGE;74967;Fully Paid
254;68506699;4675;17.27;D;Sales Associate;0;MORTGAGE;13000;Fully Paid
255;68102209;6000;9.8;B;Automation Engineer;4;MORTGAGE;85140;Fully Paid
256;68486386;12000;12.88;C;General / sales Manager;10;MORTGAGE;90000;Fully Paid
257;68072419;13000;13.99;C;Technician;10;RENT;115000;Fully Paid
258;68366904;1800;11.48;B;Benefits Consultant;10;RENT;50000;Fully Paid
259;68566711;4475;16.59;D;Rph;10;RENT;114000;Fully Paid
260;68426707;14400;6.49;A;Sales Engineer;8;MORTGAGE;70000;Fully Paid
261;68386931;5875;7.91;A;Purchasing Assistant;5;RENT;70000;Fully Paid
262;68595206;20000;17.97;D;Nurse Manager;7;MORTGAGE;180000;Fully Paid
263;68476510;10000;6.99;A;Senior Electrical Engineer;5;MORTGAGE;115000;Fully Paid
264;68537519;34100;12.88;C;RN;8;MORTGAGE;92892;Fully Paid
265;68616891;24000;11.48;B;Lecturer and Curriculum Fellow;3;RENT;56457;Fully Paid
266;68426620;30000;18.49;D;Division Manager;8;MORTGAGE;300000;Current
267;68436822;5200;10.78;B;President;7;MORTGAGE;160000;Fully Paid
268;68387044;16800;11.99;C;Project Coordinator;0;RENT;50000;Fully Paid
269;67798609;10000;11.99;C;Driver;7;RENT;40000;Fully Paid
270;68496924;22000;17.97;D;Service technician;10;MORTGAGE;55000;Fully Paid
271;68537384;28000;5.32;A;VP Manufacturing;10;MORTGAGE;144000;Fully Paid
272;68587508;7200;6.49;A;Sales;10;MORTGAGE;60000;Fully Paid
273;68596836;18000;11.99;C;Clerk Typist II;9;RENT;41000;Fully Paid
274;68416824;8400;7.49;A;iron fitter;1;OWN;30000;Fully Paid
275;67675195;5000;14.85;C;Social Worker Supervisor;2;RENT;67000;Fully Paid
276;68415540;5000;9.8;B;Maintenance worker;10;RENT;55000;Charged Off
277;68547382;2400;11.48;B;Chemical operator;5;MORTGAGE;60000;Charged Off
278;68616919;15000;5.32;A;Truck Driver;9;OWN;60000;Fully Paid
279;68340650;6075;9.17;B;Senior Compliance Analyst ;9;MORTGAGE;64400;Fully Paid
280;68406175;20000;10.78;B;Analytical Research Scientist;2;RENT;55000;Fully Paid
281;68356901;6025;14.85;C;Mgr. Quality Control;10;RENT;110000;Fully Paid
282;68366957;8400;9.17;B;Budget Services Coordinator;2;MORTGAGE;70000;Fully Paid
283;68466856;15000;12.88;C;Systems Software Specialist II;2;RENT;90000;Fully Paid
284;68504230;19200;8.49;B;HR Assistant;10;MORTGAGE;72000;Current
285;68577640;12000;15.77;D;Payroll Manager;0;MORTGAGE;143000;Fully Paid
286;68537431;28800;12.88;C;Manager;8;MORTGAGE;60000;Fully Paid
287;68387009;5000;5.32;A;Orientation ;10;MORTGAGE;60000;Fully Paid
288;68366912;5000;12.88;C;Bartender ;7;MORTGAGE;60000;Fully Paid
289;68596832;31500;11.99;C;Lieutenant ;10;MORTGAGE;120000;Fully Paid
290;68616471;24000;18.49;D;Laboratory Manager;10;RENT;165000;Fully Paid
291;68606975;20000;12.88;C;Division Manager;0;MORTGAGE;110000;Charged Off
292;68376378;24000;10.78;B;Division Director OBGYN ;2;MORTGAGE;110000;Fully Paid
293;68587485;21850;17.27;D;College professor;10;MORTGAGE;65000;Fully Paid
294;68366926;9500;6.49;A;Executive manager;10;MORTGAGE;126500;Fully Paid
295;68577565;20000;8.49;B;registered nurse;10;MORTGAGE;98000;Fully Paid
296;68374806;20000;13.44;C;teacher;8;RENT;59000;Current
297;68496791;20000;16.59;D;IT Consultant;10;MORTGAGE;135000;Charged Off
298;68341606;20000;12.88;C;Payroll Processor;0;RENT;65000;Fully Paid
299;68366688;25200;13.44;C;Information Assurance Manager;2;MORTGAGE;78000;Current
300;68486982;12000;6.99;A;Store Manager;10;MORTGAGE;50000;Fully Paid
301;68356643;10000;12.88;C;Revenue tech;10;MORTGAGE;65000;Fully Paid
302;68577556;12000;9.8;B;Business Office Asst;10;MORTGAGE;36500;Fully Paid
303;68516540;12000;7.91;A;Registered Nurse;8;MORTGAGE;75000;Fully Paid
304;68426444;6425;15.77;D;Laboratory Services Technician;1;RENT;41000;Fully Paid
305;68416249;12700;17.97;D;Accounting ;3;RENT;32760;Fully Paid
306;68407065;35000;13.99;C;Teacher;10;OWN;121000;Fully Paid
307;68376235;16000;13.44;C;Lead Medic/Critical Care Paramedic;5;MORTGAGE;110000;Current
308;68446507;15000;13.99;C;Table Games Supervisor;2;OWN;48000;Charged Off
309;68516556;20550;16.59;D;Flight Attendant ;10;RENT;60000;Fully Paid
310;68416685;25000;6.99;A;Program Analyst;10;MORTGAGE;127000;Fully Paid
311;68465272;14000;19.48;E;foreman pipe fitter ;10;RENT;115000;Fully Paid
312;68446433;16925;21.48;E;Executive Assistant;10;RENT;47000;Charged Off
313;68406857;4700;13.44;C;Phlebotomist ;3;RENT;22000;Fully Paid
314;68376738;5000;8.49;B;;;OWN;25000;Fully Paid
315;68406984;12000;14.85;C;Business Project Manager;2;MORTGAGE;92500;Fully Paid
316;68586526;12000;9.8;B;Hvac tech;10;RENT;55000;Fully Paid
317;68606831;15000;6.99;A;Head of Corporate Physical Security;1;MORTGAGE;117000;Fully Paid
318;68416651;4900;13.44;C;Project Manager ;2;MORTGAGE;123000;Fully Paid
319;68052768;18000;7.49;A;Registered Nurse;0;MORTGAGE;70000;Fully Paid
320;68606890;18000;14.85;C;administrative assistant;5;RENT;48000;Charged Off
321;68376784;25000;17.27;D;Account manager;10;MORTGAGE;120000;Charged Off
322;67675402;15000;12.88;C;line leader;10;MORTGAGE;50000;Fully Paid
323;68566571;3600;11.48;B;Police Officer;1;MORTGAGE;97000;Fully Paid
324;68386802;33000;8.49;B;Systems Administrator II;5;MORTGAGE;92250;Fully Paid
325;68466671;14950;18.99;E;electrical lead;10;MORTGAGE;68000;Fully Paid
326;68606857;15000;12.88;C;Associate Director, Info. Management;10;MORTGAGE;154000;Fully Paid
327;68606912;7000;16.59;D;Vendor Auditor;2;MORTGAGE;30100;Fully Paid
328;68526678;15000;16.59;D;Dispatcher II;10;RENT;35300;Current
329;68585614;35000;12.88;C;Sr Software Eng;4;RENT;98000;Fully Paid
330;66624023;8000;8.49;B;;;MORTGAGE;58000;Fully Paid
331;68356729;20000;11.99;C;Driver;8;MORTGAGE;40000;Charged Off
332;68537150;14375;19.89;E;Sr Tax Accountant;0;MORTGAGE;80000;Fully Paid
333;68406791;21000;9.17;B;Paint and Body technician ;0;MORTGAGE;85000;Fully Paid
334;68534381;3700;12.88;C;warehouse reciever/ lead;10;OWN;65000;Fully Paid
335;68386814;8400;9.17;B;Technical manager;10;RENT;85000;Charged Off
336;67476662;7200;11.48;B;Teller;1;RENT;22000;Fully Paid
337;67918929;16800;8.49;B;Director of Admissions;8;MORTGAGE;85400;Fully Paid
338;68587465;9000;5.32;A;Financial Advisor;7;MORTGAGE;150000;Fully Paid
339;68526718;6000;13.99;C;A/C Technician;6;MORTGAGE;43700;Fully Paid
340;68486915;34000;10.78;B;Clinical Documentation Specialist;7;RENT;76497;Fully Paid
341;68526576;20000;11.99;C;Police Officer;10;MORTGAGE;67000;Current
342;68615371;16000;12.88;C;SR. Analyst;10;MORTGAGE;91000;Charged Off
343;68546420;11200;8.49;B; Equipment operator ;10;MORTGAGE;70000;Fully Paid
344;66520372;21000;18.49;D;Commander /03;10;MORTGAGE;95000;Current
345;67466859;16000;12.88;C;Teacher;10;MORTGAGE;65000;Current
346;68407083;6000;7.91;A;Mortician;10;MORTGAGE;50000;Fully Paid
347;68577519;9100;6.49;A;Lean Manger;4;RENT;84000;Fully Paid
348;68616757;10000;6.99;A;foodservice manager;10;MORTGAGE;60000;Fully Paid
349;67808313;28000;10.78;B;Process Facility Engineer;3;MORTGAGE;135000;Late (31-120 days)
